CGPA,Skills,Interest,Career,Age,Gender,Location,Highest_Qualification,Stream,Academic_Level,Soft_Skills,Languages_Known,Certifications,Preferred_Work_Style,Work_Type_Interest,Past_Jobs_Internships,Achievements,Skills_Gained,Willing_to_Relocate,student_profile
8.584,java  c++,ai/ml,Deep Learning Engineer,20.0,Male,Mumbai,M.Sc,Civil,Graduate,communication,Marathi,full stack development,Remote,Technical,Unknown,Employee of the Month,project management,Yes,java  c++ ai/ml communication full stack development project management
8.529,java,cybersecurity,Cybersecurity Analyst,18.0,Male,Chennai,12th,CSE,Working Professional,time management  communication  teamwork,"Tamil, Kannada",unknown,Office,Social,Internship at XYZ,Hackathon Winner,leadership,No,java cybersecurity time management  communication  teamwork unknown leadership
9.408,java  javascript  react,data science,Data Scientist,21.0,Female,Hyderabad,M.Sc,IT,Graduate,teamwork  time management  leadership,Marathi,aws  gcp,Field Work,Creative,Internship at XYZ,Unknown,teamwork,No,java  javascript  react data science teamwork  time management  leadership aws  gcp teamwork
9.588,python,ai/ml,Deep Learning Engineer,18.0,Other,Amalapuram,12th,Commerce,Graduate,time management  communication,Hindi,data science  machine learning,Field Work,Analytical,Research Assistant,Unknown,teamwork,No,python ai/ml time management  communication data science  machine learning teamwork
7.737999999999999,data analysis,marketing,Marketing Executive,24.0,Other,Delhi,B.Sc,Mechanical,Graduate,leadership  communication  creativity,English,machine learning  full stack development,Office,Social,Freelance Project,Top Performer,programming,Yes,data analysis marketing leadership  communication  creativity machine learning  full stack development programming
6.556,html/css,ai/ml,Deep Learning Engineer,29.0,Other,Pune,M.Sc,EEE,Graduate,time management,"Tamil, Hindi",python  gcp,Field Work,Analytical,Internship at XYZ,Unknown,project management,Yes,html/css ai/ml time management python  gcp project management
9.651,node.js  c++,data science,Data Analyst,30.0,Other,Amalapuram,10th,Commerce,Graduate,creativity,Hindi,unknown,Hybrid,Analytical,Internship at XYZ,Published Paper,leadership,Yes,node.js  c++ data science creativity unknown leadership
9.62,html/css  react  sql,design,UI/UX Designer,30.0,Male,Vizag,MBA,Commerce,Working Professional,teamwork  communication  time management,"English, Marathi",gcp  full stack development,Hybrid,Creative,Unknown,Top Performer,data analysis,Yes,html/css  react  sql design teamwork  communication  time management gcp  full stack development data analysis
5.59,python  html/css  java,ai/ml,Machine Learning Engineer,20.0,Female,Mumbai,B.Tech,Civil,Working Professional,communication  creativity  time management,Hindi,aws,Hybrid,Creative,Part-time Job,Employee of the Month,project management,Yes,python  html/css  java ai/ml communication  creativity  time management aws project management
6.759,react,design,Product Designer,29.0,Female,Chennai,B.Tech,Commerce,Graduate,problem solving  teamwork,Kannada,unknown,Office,Analytical,Internship at XYZ,Hackathon Winner,project management,Yes,react design problem solving  teamwork unknown project management
5.381,java  javascript  react,marketing,SEO Analyst,26.0,Female,Delhi,M.Tech,Mechanical,Working Professional,teamwork,Tamil,unknown,Office,Creative,Part-time Job,Published Paper,data analysis,No,java  javascript  react marketing teamwork unknown data analysis
6.425,java,cybersecurity,Cybersecurity Analyst,23.0,Female,Hyderabad,10th,IT,Student,communication,"Tamil, Marathi",unknown,Remote,Technical,Freelance Project,Awarded Best Project,teamwork,Yes,java cybersecurity communication unknown teamwork
5.371,react  sql  html/css,marketing,Marketing Executive,30.0,Male,Hyderabad,B.Tech,ECE,Student,creativity  teamwork,"Tamil, Kannada",unknown,Remote,Social,Startup Experience,Unknown,leadership,No,react  sql  html/css marketing creativity  teamwork unknown leadership
5.93,java  html/css  data analysis,design,Product Designer,27.0,Female,Vizag,MCA,IT,Graduate,leadership  time management,"Tamil, Telugu",data science  azure,Office,Social,Unknown,Published Paper,teamwork,Yes,java  html/css  data analysis design leadership  time management data science  azure teamwork
6.288,c++  python,cybersecurity,Ethical Hacker,18.0,Other,Vizag,B.Tech,Civil,Graduate,leadership  teamwork  problem solving,Hindi,aws,Remote,Creative,Unknown,Published Paper,problem solving,No,c++  python cybersecurity leadership  teamwork  problem solving aws problem solving
6.198,data analysis  react,data science,Data Analyst,21.0,Male,Chennai,MCA,Mechanical,Student,leadership,Marathi,unknown,Office,Analytical,Startup Experience,Published Paper,project management,Yes,data analysis  react data science leadership unknown project management
9.303,python  sql,design,Product Designer,24.0,Male,Hyderabad,M.Tech,IT,Working Professional,leadership  time management  problem solving,Telugu,machine learning,Field Work,Creative,Unknown,Employee of the Month,programming,Yes,python  sql design leadership  time management  problem solving machine learning programming
7.773000000000001,python  node.js  data analysis,software development,Frontend Developer,18.0,Male,Amalapuram,10th,Commerce,Working Professional,creativity  communication  leadership,"Hindi, Marathi",aws,Field Work,Analytical,Unknown,Unknown,programming,No,python  node.js  data analysis software development creativity  communication  leadership aws programming
6.378,react,cybersecurity,Cybersecurity Analyst,27.0,Female,Vizag,M.Sc,Commerce,Working Professional,problem solving  teamwork  creativity,"Hindi, Marathi",data science  python,Hybrid,Social,Unknown,Awarded Best Project,data analysis,No,react cybersecurity problem solving  teamwork  creativity data science  python data analysis
9.538,node.js  javascript,ai/ml,AI Researcher,26.0,Female,Delhi,M.Sc,Mechanical,Graduate,time management  problem solving,"Marathi, Telugu",gcp  azure,Field Work,Creative,Freelance Project,Published Paper,project management,Yes,node.js  javascript ai/ml time management  problem solving gcp  azure project management
5.465999999999999,java  data analysis  python,marketing,SEO Analyst,21.0,Other,Hyderabad,M.Tech,Commerce,Working Professional,time management  problem solving,"English, Telugu",azure  full stack development,Field Work,Creative,Part-time Job,Hackathon Winner,problem solving,No,java  data analysis  python marketing time management  problem solving azure  full stack development problem solving
6.7780000000000005,sql  html/css,data science,Data Scientist,27.0,Female,Mumbai,B.Sc,ECE,Student,leadership  problem solving  time management,Marathi,data science,Office,Analytical,Research Assistant,Published Paper,teamwork,Yes,sql  html/css data science leadership  problem solving  time management data science teamwork
5.464,javascript  java  sql,design,Graphic Designer,25.0,Female,Chennai,MBA,Commerce,Graduate,time management,Telugu,azure,Hybrid,Creative,Internship at XYZ,Published Paper,data analysis,Yes,javascript  java  sql design time management azure data analysis
6.306,c++,cybersecurity,Cybersecurity Analyst,22.0,Male,Pune,12th,BBA,Working Professional,time management  problem solving  leadership,Telugu,aws  data science,Hybrid,Social,Startup Experience,Awarded Best Project,project management,Yes,c++ cybersecurity time management  problem solving  leadership aws  data science project management
6.446,node.js  javascript  python,software development,Frontend Developer,29.0,Other,Amalapuram,MBA,CSE,Student,creativity  leadership,"Tamil, Marathi",gcp  aws,Remote,Analytical,Freelance Project,Hackathon Winner,data analysis,Yes,node.js  javascript  python software development creativity  leadership gcp  aws data analysis
5.99,python,marketing,Marketing Executive,18.0,Female,Bangalore,MBA,EEE,Graduate,creativity  communication,"Hindi, English",unknown,Field Work,Analytical,Unknown,Hackathon Winner,data analysis,Yes,python marketing creativity  communication unknown data analysis
9.676,javascript,management,Project Manager,30.0,Female,Pune,M.Tech,Mechanical,Graduate,problem solving,"Hindi, Telugu",data science,Office,Creative,Unknown,Awarded Best Project,problem solving,Yes,javascript management problem solving data science problem solving
6.695,react  node.js  javascript,ai/ml,AI Researcher,27.0,Female,Vizag,10th,EEE,Student,time management,Marathi,unknown,Office,Social,Freelance Project,Awarded Best Project,problem solving,Yes,react  node.js  javascript ai/ml time management unknown problem solving
8.195,html/css  data analysis  java,software development,Frontend Developer,24.0,Other,Hyderabad,M.Tech,BBA,Graduate,communication,"Tamil, Kannada",python  full stack development,Remote,Technical,Internship at XYZ,Unknown,leadership,Yes,html/css  data analysis  java software development communication python  full stack development leadership
7.573,data analysis,ai/ml,Machine Learning Engineer,23.0,Other,Delhi,MCA,CSE,Working Professional,creativity  problem solving  leadership,English,unknown,Field Work,Creative,Part-time Job,Published Paper,project management,No,data analysis ai/ml creativity  problem solving  leadership unknown project management
6.773000000000001,node.js  java,marketing,Digital Marketing Specialist,27.0,Other,Chennai,MCA,Mechanical,Working Professional,leadership  teamwork  time management,Marathi,data science,Office,Analytical,Part-time Job,Awarded Best Project,leadership,No,node.js  java marketing leadership  teamwork  time management data science leadership
8.778,react,cybersecurity,Cybersecurity Analyst,19.0,Other,Bangalore,MCA,BBA,Graduate,creativity  communication,English,machine learning  aws,Field Work,Creative,Part-time Job,Top Performer,problem solving,No,react cybersecurity creativity  communication machine learning  aws problem solving
7.876,data analysis  c++,marketing,Digital Marketing Specialist,26.0,Other,Vizag,M.Sc,EEE,Working Professional,time management  teamwork,"Marathi, Kannada",python,Field Work,Creative,Internship at XYZ,Top Performer,project management,No,data analysis  c++ marketing time management  teamwork python project management
7.948,node.js,marketing,Digital Marketing Specialist,23.0,Male,Vizag,M.Sc,EEE,Student,creativity  communication  time management,"Kannada, Telugu",gcp,Office,Analytical,Unknown,Hackathon Winner,problem solving,No,node.js marketing creativity  communication  time management gcp problem solving
8.89,html/css  node.js,marketing,SEO Analyst,18.0,Other,Amalapuram,MCA,Mechanical,Student,teamwork,Hindi,unknown,Office,Creative,Internship at XYZ,Top Performer,data analysis,No,html/css  node.js marketing teamwork unknown data analysis
6.978,java  react  c++,marketing,Marketing Executive,24.0,Male,Chennai,B.Sc,Commerce,Working Professional,communication  time management,English,unknown,Hybrid,Creative,Internship at XYZ,Awarded Best Project,teamwork,Yes,java  react  c++ marketing communication  time management unknown teamwork
5.047,javascript,data science,Business Analyst,27.0,Male,Bangalore,B.Sc,Mechanical,Student,time management,"Telugu, Tamil",azure  full stack development,Remote,Creative,Internship at XYZ,Published Paper,programming,Yes,javascript data science time management azure  full stack development programming
8.754999999999999,react  html/css,data science,Business Analyst,28.0,Female,Amalapuram,MCA,BBA,Student,time management  problem solving  leadership,"Hindi, Tamil",aws  machine learning,Office,Social,Part-time Job,Unknown,leadership,Yes,react  html/css data science time management  problem solving  leadership aws  machine learning leadership
