CGPA,Skills,Interest,Career,Age,Gender,Location,Highest_Qualification,Stream,Academic_Level,Soft_Skills,Languages_Known,Certifications,Preferred_Work_Style,Work_Type_Interest,Past_Jobs_Internships,Achievements,Skills_Gained,Willing_to_Relocate
8.123000000000001,"Data Analysis, SQL, JavaScript",Cybersecurity,Security Engineer,30,Male,Chennai,B.Sc,IT,Student,Time Management,"Telugu, English",Full Stack Development,Remote,Social,Part-time Job,Awarded Best Project,Data Analysis,No
7.325,"Node.js, React, Java",Design,Product Designer,18,Male,Vizag,M.Tech,Civil,Graduate,"Problem Solving, Time Management",Hindi,AWS,Remote,Analytical,Freelance Project,Hackathon Winner,Project Management,Yes
7.6290000000000004,"Data Analysis, Java, React",Cybersecurity,Cybersecurity Analyst,27,Other,Delhi,M.Tech,Commerce,Graduate,"Teamwork, Time Management",Tamil,,Office,Creative,Part-time Job,Hackathon Winner,Project Management,No
7.07,"C++, Data Analysis",Data Science,Data Analyst,27,Male,Vizag,M.Tech,ECE,Working Professional,"Leadership, Teamwork",English,Data Science,Hybrid,Creative,Research Assistant,Top Performer,Data Analysis,No
5.15,Java,Design,Graphic Designer,30,Female,Mumbai,12th,Mechanical,Student,"Creativity, Teamwork, Problem Solving",Tamil,,Field Work,Social,Research Assistant,Hackathon Winner,Programming,No
7.573,"Data Analysis, Node.js",Software Development,Software Engineer,23,Female,Chennai,MCA,CSE,Graduate,"Problem Solving, Communication",Kannada,AWS,Field Work,Analytical,Part-time Job,Employee of the Month,Project Management,No
8.199,Data Analysis,Design,Product Designer,27,Female,Mumbai,M.Tech,EEE,Working Professional,Creativity,"Tamil, Telugu",Data Science,Office,Technical,,Hackathon Winner,Project Management,Yes
6.288,"Node.js, SQL, Python",Cybersecurity,Security Engineer,29,Other,Bangalore,12th,ECE,Student,"Leadership, Teamwork, Problem Solving","Marathi, Tamil",,Hybrid,Social,Part-time Job,Published Paper,Teamwork,Yes
8.326,"Python, JavaScript",Marketing,Marketing Executive,18,Male,Bangalore,B.Sc,IT,Graduate,"Problem Solving, Creativity",Telugu,Machine Learning,Office,Social,Internship at XYZ,Hackathon Winner,Problem Solving,No
5.988,"Node.js, SQL",Cybersecurity,Security Engineer,24,Male,Pune,B.Tech,Commerce,Working Professional,"Time Management, Teamwork, Problem Solving","Tamil, Hindi","Azure, Python",Office,Analytical,,Published Paper,Problem Solving,Yes
6.956,JavaScript,Data Science,Data Analyst,28,Male,Chennai,10th,BBA,Working Professional,"Time Management, Creativity, Leadership",Kannada,AWS,Office,Technical,Startup Experience,,Project Management,Yes
9.434000000000001,"React, Node.js",Software Development,Software Engineer,21,Female,Delhi,M.Sc,Commerce,Student,"Creativity, Leadership",Kannada,,Hybrid,Social,Research Assistant,Hackathon Winner,Teamwork,Yes
6.247999999999999,"JavaScript, Java",AI/ML,AI Researcher,26,Other,Vizag,12th,BBA,Graduate,Leadership,"English, Kannada","Data Science, Machine Learning",Office,Technical,Part-time Job,,Project Management,No
9.277,"Data Analysis, Python",Marketing,Digital Marketing Specialist,19,Other,Chennai,M.Tech,Commerce,Student,"Problem Solving, Communication, Time Management","Tamil, English","Machine Learning, GCP",Hybrid,Analytical,Freelance Project,Awarded Best Project,Project Management,No
5.375,C++,Management,Project Manager,26,Female,Delhi,M.Tech,BBA,Working Professional,"Leadership, Creativity, Communication",Hindi,,Hybrid,Creative,Part-time Job,Published Paper,Project Management,No
7.965999999999999,JavaScript,AI/ML,AI Researcher,20,Other,Chennai,MCA,CSE,Graduate,"Creativity, Communication",Tamil,GCP,Office,Technical,Part-time Job,,Leadership,No
8.23,Python,Marketing,Digital Marketing Specialist,25,Other,Amalapuram,B.Tech,EEE,Student,Leadership,"Hindi, Marathi","GCP, Full Stack Development",Hybrid,Analytical,Freelance Project,Hackathon Winner,Data Analysis,No
8.003,"HTML/CSS, C++",Marketing,Digital Marketing Specialist,24,Female,Chennai,MCA,Mechanical,Working Professional,Problem Solving,"Telugu, Tamil","Azure, GCP",Field Work,Social,Startup Experience,,Leadership,Yes
5.801,"Node.js, HTML/CSS",Data Science,Business Analyst,21,Male,Mumbai,B.Tech,ECE,Working Professional,Communication,Tamil,,Field Work,Creative,,,Project Management,No
8.08,"SQL, HTML/CSS, Node.js",Data Science,Data Analyst,21,Other,Mumbai,12th,BBA,Working Professional,"Teamwork, Problem Solving, Time Management",Kannada,"Python, Data Science",Office,Creative,,Published Paper,Problem Solving,No
9.294,Node.js,Design,Graphic Designer,22,Male,Amalapuram,M.Tech,BBA,Working Professional,"Creativity, Problem Solving",Tamil,"Machine Learning, Full Stack Development",Remote,Analytical,Research Assistant,Published Paper,Data Analysis,No
6.956999999999999,Node.js,Cybersecurity,Cybersecurity Analyst,20,Male,Mumbai,MBA,IT,Graduate,"Teamwork, Communication, Leadership",Marathi,Azure,Office,Social,,Hackathon Winner,Teamwork,No
9.195,Node.js,Cybersecurity,Cybersecurity Analyst,29,Male,Vizag,M.Tech,Civil,Graduate,"Communication, Leadership, Time Management","Tamil, Hindi","Azure, Data Science",Hybrid,Creative,Internship at XYZ,Hackathon Winner,Teamwork,No
6.784999999999999,Python,Design,UI/UX Designer,19,Female,Pune,MCA,Civil,Student,Teamwork,Marathi,GCP,Hybrid,Technical,Part-time Job,Hackathon Winner,Leadership,Yes
5.258,"Python, Node.js",Design,Product Designer,26,Other,Vizag,B.Tech,EEE,Graduate,Problem Solving,Tamil,Python,Field Work,Analytical,Research Assistant,Top Performer,Programming,No
7.247,"C++, Node.js",Software Development,Full Stack Developer,25,Female,Amalapuram,B.Tech,Mechanical,Graduate,Teamwork,Tamil,,Office,Creative,Internship at XYZ,Top Performer,Programming,Yes
6.37,SQL,Software Development,Software Engineer,27,Male,Hyderabad,MBA,Mechanical,Working Professional,Communication,"Telugu, English","Azure, GCP",Office,Technical,Startup Experience,Awarded Best Project,Project Management,No
5.139,"C++, Java",Management,Operations Manager,19,Female,Pune,B.Sc,EEE,Student,Time Management,Tamil,"Data Science, Azure",Field Work,Analytical,,Employee of the Month,Problem Solving,Yes
9.336,"React, Java",Marketing,Digital Marketing Specialist,27,Other,Mumbai,12th,Mechanical,Student,"Creativity, Leadership","Telugu, Kannada",Data Science,Office,Technical,Freelance Project,Hackathon Winner,Project Management,Yes
9.684999999999999,"HTML/CSS, Node.js",Cybersecurity,Ethical Hacker,28,Male,Chennai,12th,BBA,Working Professional,Teamwork,"Kannada, Hindi",,Remote,Creative,Freelance Project,Hackathon Winner,Project Management,Yes
7.314,"Python, C++, JavaScript",Management,Business Manager,26,Female,Pune,B.Tech,ECE,Student,"Communication, Creativity, Leadership",Tamil,"Full Stack Development, AWS",Office,Technical,Research Assistant,Awarded Best Project,Problem Solving,No
9.779,"SQL, Data Analysis, Java",Management,Business Manager,27,Male,Amalapuram,M.Sc,Civil,Graduate,"Time Management, Creativity","Telugu, Kannada",,Hybrid,Creative,Research Assistant,Employee of the Month,Data Analysis,No
9.329,"JavaScript, SQL, C++",Software Development,Full Stack Developer,26,Male,Delhi,10th,Mechanical,Student,Leadership,Tamil,"Machine Learning, Full Stack Development",Hybrid,Analytical,Internship at XYZ,Top Performer,Programming,No
6.051,"Node.js, C++, Java",Software Development,Frontend Developer,26,Other,Delhi,12th,CSE,Graduate,Leadership,"Kannada, Telugu",,Office,Analytical,Internship at XYZ,,Problem Solving,Yes
7.118,HTML/CSS,AI/ML,Deep Learning Engineer,28,Other,Bangalore,MCA,Civil,Working Professional,Problem Solving,Tamil,"Machine Learning, Data Science",Remote,Analytical,,Employee of the Month,Programming,Yes
8.409,Node.js,Marketing,Digital Marketing Specialist,19,Male,Chennai,MBA,Civil,Working Professional,"Teamwork, Leadership, Creativity","Tamil, Kannada","Python, AWS",Remote,Creative,Part-time Job,Awarded Best Project,Teamwork,Yes
7.922,SQL,Design,Product Designer,26,Male,Vizag,10th,Mechanical,Graduate,"Creativity, Leadership","Telugu, Hindi",Full Stack Development,Hybrid,Technical,Part-time Job,Employee of the Month,Data Analysis,No
6.704000000000001,"React, Node.js, C++",Data Science,Business Analyst,18,Male,Chennai,M.Sc,EEE,Graduate,Teamwork,Telugu,Full Stack Development,Office,Technical,,Employee of the Month,Project Management,Yes
9.439,"Python, JavaScript",Software Development,Software Engineer,25,Male,Mumbai,B.Tech,ECE,Graduate,Teamwork,"Tamil, Telugu",AWS,Office,Creative,Internship at XYZ,Employee of the Month,Programming,Yes
8.811,"Node.js, SQL, JavaScript",Marketing,Marketing Executive,19,Other,Hyderabad,MBA,EEE,Student,Teamwork,Tamil,,Remote,Creative,Internship at XYZ,Top Performer,Problem Solving,No
6.242,"Python, HTML/CSS",Design,UI/UX Designer,25,Female,Delhi,M.Sc,EEE,Student,"Leadership, Problem Solving",English,"Machine Learning, Full Stack Development",Remote,Analytical,Startup Experience,Top Performer,Teamwork,No
8.531,"JavaScript, SQL",Management,Business Manager,20,Other,Pune,B.Tech,Mechanical,Graduate,Creativity,"English, Marathi",Azure,Remote,Technical,,,Data Analysis,Yes
5.477,Python,AI/ML,AI Researcher,22,Male,Pune,12th,Civil,Working Professional,"Problem Solving, Creativity",Hindi,"GCP, Full Stack Development",Office,Creative,Freelance Project,Published Paper,Project Management,No
8.933,"Data Analysis, Python",Cybersecurity,Ethical Hacker,22,Female,Chennai,12th,EEE,Graduate,"Problem Solving, Leadership",Hindi,Azure,Hybrid,Social,Part-time Job,Employee of the Month,Leadership,Yes
6.82,JavaScript,Data Science,Data Analyst,25,Male,Chennai,M.Tech,CSE,Graduate,"Leadership, Communication, Time Management","Kannada, Marathi",,Office,Social,Freelance Project,Awarded Best Project,Data Analysis,No
6.5,Data Analysis,Data Science,Data Analyst,27,Male,Bangalore,10th,IT,Student,"Time Management, Communication",Tamil,,Remote,Analytical,Part-time Job,Published Paper,Leadership,Yes
8.539,"Data Analysis, Node.js, C++",Cybersecurity,Security Engineer,24,Male,Bangalore,MBA,Civil,Working Professional,"Problem Solving, Teamwork, Creativity","Kannada, Hindi",Data Science,Remote,Technical,,Employee of the Month,Project Management,No
6.163,"HTML/CSS, Java, SQL",Cybersecurity,Ethical Hacker,26,Other,Bangalore,M.Tech,EEE,Working Professional,Problem Solving,"English, Telugu","AWS, Machine Learning",Field Work,Social,Internship at XYZ,Published Paper,Problem Solving,No
7.801,"SQL, JavaScript, React",Management,Business Manager,24,Female,Pune,MCA,EEE,Working Professional,"Communication, Teamwork","Marathi, Telugu","Data Science, Azure",Hybrid,Creative,Freelance Project,Hackathon Winner,Leadership,No
9.947,SQL,Software Development,Software Engineer,29,Female,Hyderabad,12th,Mechanical,Graduate,"Communication, Problem Solving, Time Management","Marathi, English",,Field Work,Creative,Freelance Project,,Problem Solving,No
8.798,C++,Data Science,Data Analyst,19,Other,Delhi,12th,BBA,Working Professional,Leadership,"Telugu, Marathi",Full Stack Development,Remote,Analytical,Internship at XYZ,Employee of the Month,Teamwork,No
6.169,SQL,Cybersecurity,Cybersecurity Analyst,22,Female,Bangalore,MBA,Civil,Student,"Communication, Creativity, Time Management",English,"GCP, Machine Learning",Office,Technical,Freelance Project,Hackathon Winner,Data Analysis,Yes
6.369,"Node.js, Data Analysis, HTML/CSS",AI/ML,AI Researcher,24,Male,Vizag,B.Sc,BBA,Working Professional,Creativity,English,AWS,Remote,Creative,Part-time Job,Top Performer,Teamwork,Yes
6.651000000000001,Data Analysis,Marketing,Digital Marketing Specialist,20,Female,Bangalore,B.Sc,Civil,Graduate,"Creativity, Teamwork",Marathi,"Machine Learning, Azure",Field Work,Social,Internship at XYZ,Top Performer,Programming,No
5.897,"HTML/CSS, Data Analysis",Data Science,Business Analyst,27,Male,Delhi,MBA,ECE,Student,"Creativity, Problem Solving, Time Management","Hindi, Telugu",Azure,Hybrid,Analytical,Part-time Job,Published Paper,Problem Solving,Yes
5.179,Java,AI/ML,AI Researcher,19,Female,Hyderabad,10th,EEE,Working Professional,"Time Management, Leadership, Problem Solving","Kannada, Marathi","Azure, AWS",Field Work,Analytical,Startup Experience,Awarded Best Project,Leadership,No
7.840000000000001,"JavaScript, Java, SQL",Cybersecurity,Security Engineer,21,Other,Chennai,M.Tech,Civil,Graduate,"Time Management, Teamwork","Hindi, English",,Remote,Creative,Freelance Project,Employee of the Month,Teamwork,Yes
6.083,"C++, HTML/CSS, React",Software Development,Full Stack Developer,22,Female,Vizag,B.Tech,ECE,Working Professional,"Time Management, Teamwork",Marathi,Azure,Field Work,Creative,Internship at XYZ,,Data Analysis,Yes
6.102,"Python, SQL",Cybersecurity,Cybersecurity Analyst,27,Other,Mumbai,12th,IT,Graduate,"Leadership, Teamwork, Problem Solving",Tamil,,Office,Analytical,Startup Experience,Top Performer,Problem Solving,No
5.536,"Data Analysis, HTML/CSS, C++",Cybersecurity,Ethical Hacker,18,Male,Delhi,M.Sc,EEE,Working Professional,"Teamwork, Leadership, Problem Solving","Tamil, English",Azure,Remote,Creative,Startup Experience,,Data Analysis,Yes
7.313,"JavaScript, React, Data Analysis",Design,UI/UX Designer,29,Other,Mumbai,B.Tech,EEE,Graduate,"Teamwork, Leadership, Problem Solving",English,,Office,Social,Startup Experience,Published Paper,Programming,No
5.711,Node.js,Cybersecurity,Security Engineer,23,Other,Mumbai,10th,CSE,Student,"Teamwork, Communication",Tamil,,Hybrid,Technical,Freelance Project,Hackathon Winner,Teamwork,Yes
9.095,Node.js,Data Science,Data Analyst,21,Female,Bangalore,12th,CSE,Student,Problem Solving,"Hindi, Telugu","Azure, AWS",Field Work,Creative,,Employee of the Month,Problem Solving,Yes
5.988,SQL,Data Science,Business Analyst,23,Female,Amalapuram,B.Tech,CSE,Working Professional,Creativity,Marathi,"Azure, Python",Remote,Social,,Published Paper,Problem Solving,Yes
6.734,"JavaScript, React",Design,Graphic Designer,18,Other,Mumbai,M.Tech,ECE,Graduate,"Creativity, Communication, Leadership",Kannada,Data Science,Remote,Creative,Research Assistant,,Project Management,Yes
5.827,"C++, Data Analysis, Java",Software Development,Software Engineer,19,Female,Amalapuram,MCA,EEE,Working Professional,"Teamwork, Creativity, Leadership",Marathi,,Field Work,Analytical,Part-time Job,Hackathon Winner,Problem Solving,Yes
6.398,React,AI/ML,Deep Learning Engineer,25,Male,Chennai,12th,BBA,Graduate,"Problem Solving, Leadership, Creativity","English, Telugu",,Field Work,Analytical,,Top Performer,Data Analysis,No
8.761,Node.js,Management,Operations Manager,19,Female,Pune,M.Sc,Civil,Working Professional,"Teamwork, Creativity, Problem Solving","Telugu, Tamil",Data Science,Office,Creative,Part-time Job,,Project Management,No
8.039,"Data Analysis, Node.js, C++",Software Development,Backend Developer,26,Female,Chennai,M.Sc,EEE,Graduate,"Problem Solving, Creativity",Marathi,Azure,Hybrid,Social,Internship at XYZ,Awarded Best Project,Leadership,Yes
6.225,JavaScript,Cybersecurity,Cybersecurity Analyst,28,Female,Hyderabad,12th,CSE,Student,"Creativity, Time Management, Leadership","Tamil, Hindi",,Field Work,Creative,Freelance Project,Top Performer,Data Analysis,Yes
9.684999999999999,"C++, JavaScript",Design,UI/UX Designer,29,Other,Amalapuram,B.Sc,CSE,Student,"Creativity, Leadership, Communication",Telugu,GCP,Hybrid,Creative,Research Assistant,Awarded Best Project,Teamwork,Yes
5.848,"JavaScript, React",Cybersecurity,Cybersecurity Analyst,24,Male,Pune,MCA,IT,Student,"Creativity, Time Management","Telugu, Hindi",,Hybrid,Technical,Research Assistant,Top Performer,Project Management,Yes
7.952,Data Analysis,Marketing,Digital Marketing Specialist,19,Female,Pune,MBA,IT,Working Professional,"Communication, Leadership","Telugu, Marathi","AWS, Full Stack Development",Field Work,Creative,Internship at XYZ,Top Performer,Problem Solving,Yes
5.127000000000001,"JavaScript, Python, C++",Data Science,Data Scientist,28,Other,Amalapuram,MBA,IT,Student,"Time Management, Creativity","Hindi, Kannada","Python, Data Science",Hybrid,Creative,Freelance Project,Top Performer,Problem Solving,Yes
5.464,"C++, Data Analysis, HTML/CSS",Cybersecurity,Security Engineer,22,Female,Pune,12th,CSE,Student,Teamwork,Telugu,Azure,Field Work,Technical,Part-time Job,Employee of the Month,Teamwork,Yes
7.520999999999999,React,Data Science,Data Scientist,27,Female,Hyderabad,M.Sc,EEE,Graduate,Leadership,"Telugu, Hindi",,Office,Technical,,Employee of the Month,Programming,Yes
7.877,SQL,Cybersecurity,Ethical Hacker,23,Female,Amalapuram,12th,BBA,Student,Time Management,"Hindi, Marathi","Python, GCP",Hybrid,Technical,Research Assistant,Published Paper,Project Management,Yes
5.189,"JavaScript, SQL",Cybersecurity,Cybersecurity Analyst,30,Other,Bangalore,M.Tech,Civil,Student,"Leadership, Time Management","English, Telugu",,Office,Social,Research Assistant,Awarded Best Project,Teamwork,No
7.706,"HTML/CSS, SQL",Marketing,SEO Analyst,29,Female,Pune,B.Tech,Commerce,Student,Time Management,English,Full Stack Development,Hybrid,Social,Internship at XYZ,Top Performer,Teamwork,Yes
7.151999999999999,"HTML/CSS, JavaScript",Software Development,Backend Developer,19,Male,Amalapuram,B.Sc,Civil,Student,"Problem Solving, Teamwork, Creativity","Telugu, Kannada",Python,Field Work,Social,Freelance Project,Published Paper,Problem Solving,No
8.34,Java,Marketing,Digital Marketing Specialist,25,Male,Amalapuram,M.Sc,BBA,Student,"Leadership, Communication, Time Management","Tamil, Telugu","AWS, Data Science",Office,Technical,,Awarded Best Project,Programming,Yes
8.57,React,AI/ML,Machine Learning Engineer,30,Other,Bangalore,B.Sc,EEE,Graduate,"Creativity, Problem Solving",Kannada,,Field Work,Analytical,,Hackathon Winner,Project Management,No
